Question	Text	ID	Domain	Type
move forward three feet	move forward 3 feet	w-move_3feet	response	tr
move forward three feet	move forward 3 feet	w-move_3feet	response	tr
 go forward three feet	move forward 3 feet	w-move_3feet	response	tr
 move forward three feet	move forward 3 feet	w-move_3feet	response	tr
 move three forward	move forward 3 feet	w-move_3feet	response	tr
go forward two feet	move forward 2 feet	w-move_2feet	response	tr
go forward two feet	move forward 2 feet	w-move_2feet	response	tr
 go forward two feet	move forward 2 feet	w-move_2feet	response	tr
 move forward two feet	move forward 2 feet	w-move_2feet	response	tr
 move forward two feet	move forward 2 feet	w-move_2feet	response	tr
 move forward two feet	move forward 2 feet	w-move_2feet	response	tr
move forward two feet	move forward 2 feet	w-move_2feet	response	tr
move forward two feet	move forward 2 feet	w-move_2feet	response	tr
go forward two feet	move forward 2 feet	w-move_2feet	response	tr
move forward one foot	move forward 1 foot	w-move_1foot	response	tr
move forward one foot	move forward 1 foot	w-move_1foot	response	tr
go forward ten feet	move forward 10 feet	w-move_10feet	response	tr
 and go forward ten feet	move forward 10 feet	w-move_10feet	response	tr
 and go forward ten feet	move forward 10 feet	w-move_10feet	response	tr
move forward ten feet	move forward 10 feet	w-move_10feet	response	tr
 move forward ten feet through the doorway	move forward 10 feet	w-move_10feet	response	tr
move forward ten feet	move forward 10 feet	w-move_10feet	response	tr
move forward ten feet	move forward 10 feet	w-move_10feet	response	tr
move forward ten feet	move forward 10 feet	w-move_10feet	response	tr
 and proceed forward <pause> ten feet	move forward 10 feet	w-move_10feet	response	tr
go forward ten feet	move forward 10 feet	w-move_10feet	response	tr
take a picture of what's in front of you	send image	w-image	response	tr
take a picture	send image	w-image	response	tr
take a picture	send image	w-image	response	tr
take a picture	send image	w-image	response	tr
take a picture	send image	w-image	response	tr
 and take a picture	send image	w-image	response	tr
take a picture	send image	w-image	response	tr
take a picture	send image	w-image	response	tr
take a picture	send image	w-image	response	tr
take a picture	send image	w-image	response	tr
 and take a picture	send image	w-image	response	tr
take a picture	send image	w-image	response	tr
take a picture	send image	w-image	response	tr
 and take a picture	send image	w-image	response	tr
 and take a picture	send image	w-image	response	tr
take a picture	send image	w-image	response	tr
 and take a picture	send image	w-image	response	tr
 and take a picture	send image	w-image	response	tr
<go ahead and get started> take a picture	send image	w-image	response	tr
 and take a picture	send image	w-image	response	tr
take a picture	send image	w-image	response	tr
 and take a picture	send image	w-image	response	tr
take a picture	send image	w-image	response	tr
 and take a picture	send image	w-image	response	tr
 and take a picture	send image	w-image	response	tr
 and take a picture	send image	w-image	response	tr
 and take a picture	send image	w-image	response	tr
 and take a picture	send image	w-image	response	tr
 and take a picture	send image	w-image	response	tr
send picture	send image	w-image	response	tr
send picture	send image	w-image	response	tr
send picture	send image	w-image	response	tr
send picture	send image	w-image	response	tr
send picture	send image	w-image	response	tr
 send picture	send image	w-image	response	tr
send picture	send image	w-image	response	tr
send picture	send image	w-image	response	tr
send picture	send image	w-image	response	tr
 send picture	send image	w-image	response	tr
 send picture	send image	w-image	response	tr
 send picture	send image	w-image	response	tr
 send picture	send image	w-image	response	tr
 send picture	send image	w-image	response	tr
 send picture	send image	w-image	response	tr
send picture	send image	w-image	response	tr
 send picture	send image	w-image	response	tr
 take picture	send image	w-image	response	tr
 take picture	send image	w-image	response	tr
 send picture	send image	w-image	response	tr
send picture	send image	w-image	response	tr
send picture	send image	w-image	response	tr
send picture	send image	w-image	response	tr
 send picture	send image	w-image	response	tr
 send picture	send image	w-image	response	tr
 send picture	send image	w-image	response	tr
 send picture	send image	w-image	response	tr
 send picture	send image	w-image	response	tr
send picture	send image	w-image	response	tr
 send picture	send image	w-image	response	tr
 send picture	send image	w-image	response	tr
 send picture	send image	w-image	response	tr
 and picture	send image	w-image	response	tr
 send picture	send image	w-image	response	tr
send picture	send image	w-image	response	tr
 send picture	send image	w-image	response	tr
 send picture	send image	w-image	response	tr
 send picture	send image	w-image	response	tr
 send picture	send image	w-image	response	tr
 send picture	send image	w-image	response	tr
 send pic	send image	w-image	response	tr
 send picture	send image	w-image	response	tr
robot take a photo	send image	w-image	response	tr
 and take a photo	send image	w-image	response	tr
robot take a photo	send image	w-image	response	tr
robot take a photo	send image	w-image	response	tr
 and take a photo	send image	w-image	response	tr
robot take a photo	send image	w-image	response	tr
 and take a photo	send image	w-image	response	tr
robot take a photo	send image	w-image	response	tr
robot take a photo	send image	w-image	response	tr
 and take a photo	send image	w-image	response	tr
 and take a picture	send image	w-image	response	tr
 and take a photo of the item on the right on the wall	send image	w-image	response	tr
 and take a photo	send image	w-image	response	tr
then take a photo	send image	w-image	response	tr
 and take a photo	send image	w-image	response	tr
robot send a photo	send image	w-image	response	tr
 and take a photo	send image	w-image	response	tr
 and take a photo of the map on the wall	send image	w-image	response	tr
robot take a photo	send image	w-image	response	tr
 and take a photo	send image	w-image	response	tr
 and take a photo	send image	w-image	response	tr
 and take a photo	send image	w-image	response	tr
 and take a photo	send image	w-image	response	tr
yes send me a photo so i could see	send image	w-image	response	tr
send me a picture of what you see	send image	w-image	response	tr
send me a picture	send image	w-image	response	tr
send me a picture	send image	w-image	response	tr
 and send me a photo of the hallway	send image	w-image	response	tr
 and send me a picture of the hallway	send image	w-image	response	tr
 and send me a picture	send image	w-image	response	tr
 and send me a picture	send image	w-image	response	tr
 and send me a photo	send image	w-image	response	tr
 and get uh send me a picture	send image	w-image	response	tr
 and send me a photo	send image	w-image	response	tr
 and send me a photo	send image	w-image	response	tr
send me a photo of what you see	send image	w-image	response	tr
take a photo of what's in front of you and send it to me	send image	w-image	response	tr
 and take a photo	send image	w-image	response	tr
 and take a photo	send image	w-image	response	tr
 and take a photo	send image	w-image	response	tr
 and take a photo	send image	w-image	response	tr
 and take a photo	send image	w-image	response	tr
 and take a photo	send image	w-image	response	tr
 and take a photo	send image	w-image	response	tr
take a photo	send image	w-image	response	tr
 and take a photo	send image	w-image	response	tr
send me a photo	send image	w-image	response	tr
 and send me a photo	send image	w-image	response	tr
 and send me a photo	send image	w-image	response	tr
send me a picture	send image	w-image	response	tr
 send me a photo	send image	w-image	response	tr
 and take a photo	send image	w-image	response	tr
 take a photo	send image	w-image	response	tr
 take a photo	send image	w-image	response	tr
take a photo	send image	w-image	response	tr
take a picture	send image	w-image	response	tr
take a picture	send image	w-image	response	tr
take a picture	send image	w-image	response	tr
take a picture	send image	w-image	response	tr
take a picture	send image	w-image	response	tr
 stop take a picture	send image	w-image	response	tr
take a picture	send image	w-image	response	tr
take a picture	send image	w-image	response	tr
take a picture	send image	w-image	response	tr
take a picture	send image	w-image	response	tr
take a picture	send image	w-image	response	tr
take a picture	send image	w-image	response	tr
take a picture	send image	w-image	response	tr
take a picture	send image	w-image	response	tr
take a picture	send image	w-image	response	tr
 Take a picture	send image	w-image	response	tr
take a picture	send image	w-image	response	tr
take a picture	send image	w-image	response	tr
take a picture	send image	w-image	response	tr
take a picture	send image	w-image	response	tr
take a picture	send image	w-image	response	tr
take a picture	send image	w-image	response	tr
take a picture	send image	w-image	response	tr
take a picture	send image	w-image	response	tr
take a picture	send image	w-image	response	tr
take a picture	send image	w-image	response	tr
fantastic please take a photo fido	send image	w-image	response	tr
 and take a photo	send image	w-image	response	tr
 and take another photo	send image	w-image	response	tr
send a picture	send image	w-image	response	tr
send photo	send image	w-image	response	tr
send photo	send image	w-image	response	tr
send photo	send image	w-image	response	tr
send photo	send image	w-image	response	tr
send photo	send image	w-image	response	tr
send photo	send image	w-image	response	tr
send photo	send image	w-image	response	tr
send photo	send image	w-image	response	tr
send photo	send image	w-image	response	tr
send photo	send image	w-image	response	tr
take photo	send image	w-image	response	tr
send photo	send image	w-image	response	tr
send photo	send image	w-image	response	tr
<laughter> send photo	send image	w-image	response	tr
send photo	send image	w-image	response	tr
send photo	send image	w-image	response	tr
send photo	send image	w-image	response	tr
send photo	send image	w-image	response	tr
send photo	send image	w-image	response	tr
send photo	send image	w-image	response	tr
 and take photo	send image	w-image	response	tr
 and send photo	send image	w-image	response	tr
send phot	send image	w-image	response	tr
send photo	send image	w-image	response	tr
 send photo	send image	w-image	response	tr
 send photo	send image	w-image	response	tr
send photo	send image	w-image	response	tr
 and send photo	send image	w-image	response	tr
 send photo	send image	w-image	response	tr
 send photo	send image	w-image	response	tr
send photo	send image	w-image	response	tr
 send photo	send image	w-image	response	tr
 send photo	send image	w-image	response	tr
send a picture	send image	w-image	response	tr
take a picture	send image	w-image	response	tr
 and take a picture	send image	w-image	response	tr
take a picture	send image	w-image	response	tr
take a picture	send image	w-image	response	tr
send a picture	send image	w-image	response	tr
 and then take a picture	send image	w-image	response	tr
take a picture	send image	w-image	response	tr
 and take a picture	send image	w-image	response	tr
take a picture	send image	w-image	response	tr
 and then take a picture	send image	w-image	response	tr
 and take a picture	send image	w-image	response	tr
 and take a picture	send image	w-image	response	tr
 and then take a picture	send image	w-image	response	tr
 and then take a picture	send image	w-image	response	tr
 and then take a picture	send image	w-image	response	tr
 and take a picture	send image	w-image	response	tr
take a picture	send image	w-image	response	tr
take a picture	send image	w-image	response	tr
 and then take a picture	send image	w-image	response	tr
take another picture	send image	w-image	response	tr
take another picture	send image	w-image	response	tr
take another picture	send image	w-image	response	tr
take another photo	send image	w-image	response	tr
take another picture	send image	w-image	response	tr
take another picture	send image	w-image	response	tr
take a picture	send image	w-image	response	tr
take a picture	send image	w-image	response	tr
send a picture	send image	w-image	response	tr
take a picture	send image	w-image	response	tr
take a picture	send image	w-image	response	tr
take a picture	send image	w-image	response	tr
take a picture	send image	w-image	response	tr
take a picture	send image	w-image	response	tr
take a picture	send image	w-image	response	tr
take a picture	send image	w-image	response	tr
take a picture	send image	w-image	response	tr
take a picture	send image	w-image	response	tr
take a picture	send image	w-image	response	tr
take a picture	send image	w-image	response	tr
take a picture	send image	w-image	response	tr
take a picture	send image	w-image	response	tr
take a picture	send image	w-image	response	tr
take a picture	send image	w-image	response	tr
take a picture	send image	w-image	response	tr
take a picture	send image	w-image	response	tr
take a picture	send image	w-image	response	tr
take a picture	send image	w-image	response	tr
take a picture	send image	w-image	response	tr
send picture	send image	w-image	response	tr
send picture	send image	w-image	response	tr
send picture	send image	w-image	response	tr
send picture	send image	w-image	response	tr
send picture	send image	w-image	response	tr
send picture	send image	w-image	response	tr
send picture	send image	w-image	response	tr
send picture	send image	w-image	response	tr
send picture	send image	w-image	response	tr
send picture	send image	w-image	response	tr
take a picuture	send image	w-image	response	tr
 and take a photo	send image	w-image	response	tr
 and take a photo of the item hanging off the desk	send image	w-image	response	tr
 and take a photo <laughter>	send image	w-image	response	tr
 take a photo	send image	w-image	response	tr
 and take a photo in front and behind you	send image	w-image	response	tr
 take a picture of the red sign	send image	w-image	response	tr
 and take a picture but keep the rest of the room in focus	send image	w-image	response	tr
change of command	cancel command	w-cancel	response	tr
 move forward six feet	I move forward 6 feet	"r-moved_distance (""6 feet"")"	response	tr
 back up four feet	I move back 4 feet	"r-moved_back_distance (""4 feet"")"	response	tr
 back up four feet	I move back 4 feet	"r-moved_back_distance (""4 feet"")"	response	tr
what type of sensors do you have	"I don't have arms, just wheels! I see objects all around me; I need your help to decide which are important. I can't manipulate objects."	r-describe_capability_no_arms; r-describe_capability_objects; r-describe_capability_manipulate	response	tr
and turn on video camera	Our bandwidth will currently not support the video feed.	r-describe_capability_video	response	ack-cant
are you alone	I'm not sure.  I'm not detecting any people.	r-feedback_unsure; 	response	answer
do you detect any threats	I think that you are better at understanding a threat than I am.  I can help you find evidence if you guide me.	"r-describe_capability_familiarity (""understanding a threat""); r-describe_capability_good_picture"	response	answer
are you able to move that orange cone in front of you	"No, I'm not able to manipulate objects."	r-feedback_no; r-describe_capability_manipulate	response	answer
do you think there's some type of container that a soldier might be able to use to move things	I think that you are better at recognizing containers than I am.  I can help you find a container if you guide me.	"r-describe_capability_familiarity (""recognizing containers""); r-describe_capability_good_picture"	response	answer
the material is <pause> square brown in color	I'm detecting wood.	"r-describe_scene (""wood"")"	response	answer
do you detect any type of hazardous gas sources	I do not have a sensor to detect hazardous gases.	r-feedback_no	response	answer
okay can you detect any water sources near you	I think that you are better at recognizing water sources than I am.  I can help you find water sources if you guide me.	"r-describe_capability_familiarity (""recognizing water sources""); r-describe_capability_good_picture"	response	answer
are you a male or a female	I do not have a gender.	"r-describe_capability_familiarity (""males and females""); r-request_thoughts"	response	answer
is there any humans in the building with you	I'm not sure.  I haven't detected any people but we haven't fully explored the space.	r-feedback_unsure; 	response	answer
how did you get to this building from last time	I'm not sure.  My history shows a starting point within the building.  Would you like me to return to the start?	"r-feedback_unsure; r-describe_plan_ok (""I will return to the start"")"	response	answer
can you zoom in into that picture slash blue thing	"I can't zoom in, but I can move closer, ok?"	"r-describe_capability_zoom; r-feedback_but; r-describe_plan_ok (""Move closer"")"	response	answer
robot do you read arabic	No.  Do you?	r-feedback_no; r-request_thoughts	response	answer
are you calibrated to detect shoes	No.  I need your help to find shoes.	"r-feedback_no; r-request_help (""find shoes"")"	response	answer
can you go around and take a photo behind the tv	No.  My LIDAR map is showing no space behind the TV.  Do you want me to move around the left or right side of the TV?	r-feedback_no	response	answer
also do you speak any other languages	I do not speak.  I can recognize some English words.	r-clarify_hmm_unsure_action; r-clarify_describe_differently	response	answer
are you able to knock over or tip over that object	I cannot manipulate objects in the environment without jeopardizing my safety.  Should I get closer?	"r-describe_capability_manipulate; r-feedback_but; r-describe_plan_ok (""Move closer"")"	response	answer
to the left	How far should I pivot left? You can tell me to pivot to face something that you see or a number of degrees.	r-clarify_rotate_left; r-describe_capability_turn	response	req-clar
turn right	How far should I turn right?	r-clarify_turn_right	response	req-clar
move forward	I'm not sure where or when to stop moving forward. You can tell me to move a certain distance or to an object that you see.	r-clarify_unsure_distance_move; r-describe_capability_move	response	req-clar
turn left	How far should I turn left?  You can tell me to turn a certain number of degrees or to face an object.	r-clarify_turn_left; r-describe_capability_turn	response	req-clar
show me your surroundings	I'm not sure what you mean.  Would you like me to send you a picture?	r-clarify_where_go; r-describe_plan_like_picture	response	req-clar
thirty degrees right	I couldn't hear all of that.  Should I turn 30 degrees right?	"r-describe_problem_hearing; r_describe_plan_ok (""Turn 30 degrees right"")"	response	req-clar
turn south thirty degrees	I'm not sure what you mean by turn south 30 degrees.  Should I turn further to the south by 30 degrees?	"r-clarify_unsure_turn; r-describe_plan_ok (""I will turn further to the South by 30 degrees"")"	response	req-clar
turn ninety	Which way should I turn 90 degrees?	r-clarify_turn_direction	response	req-clar
go straight ahead	How far should I go straight ahead?	r-clarify_distance_forward_go	response	req-clar
turn right	How far should I turn right?	r-clarify_turn_right	response	req-clar
robot confirm that the object in front of you is a ladder	I think that you are more familiar with ladders than I am.  Would you like me to move back from this object to get another photo?	"r-describe_capability_familiarity (""ladders""); r-describe_plan_good_picture"	response	req-clar
robot exit this room	I'm not sure where or when to stop going right down the hallway.  How far should I go?	r-clarify_unsure_distance_move; r-clarify_distance_hallway_go	response	req-clar
robot proceed into this room	How far should I proceed into the room?	r-clarify_distance_forward_move	response	req-clar
proceed to the end	I'm not sure what you mean by proceed to the end.  How far should I move?	r-clarify_where_go; r-clarify_distance_forward_go	response	req-clar
and continue to the farther wall	I'm not sure what you mean by the farther wall.  Where should I continue to?	r-clarify_unsure_wall; r-request_what_next	response	req-clar
robot continue into the beginning of the hallway	How far should I continue into the hallway?	r-clarify_distance_hallway_move	response	req-clar
move forward at this time	"How far should I move forward?  You can tell me to move to an object that you see or a distance.  I can send you a photo to start, ok?"	r-clarify_distance_forward_move; r-describe_capability_move; r-describe_plan_send_pic_ok	response	req-clar
move to the first cone on your left	"I'm not sure which object you are referring to.  Can you describe it in another way, using location or color?"	r-clarify_unsure_object_refer; r-clarify_describe_options	response	req-clar
what type of material is that in front of you	Which object are you referring to? Can you describe it using shape or color?	r-clarify_which_object; r-describe_capability_learn_objects	response	req-clar
and turn on video camera	Would you like me to send a photo?	r-describe_plan_like_picture	response	req-clar
is that a map in front of you	I'm not sure.  Would you like me to get closer and send another photo?	r-feedback_unsure; r-describe_plan_good_picture	response	req-clar
turn to the right one foot	I'm not sure how to turn to the right one foot.  You can tell me to turn to face something or about how many degrees I should turn.	r-clarify_unsure_turn; r-describe_capability_turn	response	req-clar
move forward	how far should I move forward?	r-clarify_distance_forward_move	response	req-clar
turn to the right	how far should I turn to the right?	r-clarify_turn_right	response	req-clar
turn to your left	How far should I turn to the left?	r-clarify_turn_left	response	req-clar
fido take a photo every thirty degrees	I'm not sure what you mean by a photo every 30 degrees.  Should I turn around here 360 degrees?	"r-clarify_unsure_action; r-describe_plan_ok (""turn 360 degrees?"")"	response	req-clar
turn left	How far should I turn left in the other room?	"r-will_move_target (""other room""); r-feedback_but; r-clarify_turn_left"	response	req-clar
can you go into the center of that room	The center of which room?	r-clarify_which_room	response	req-clar
can you take a picture uh three hundred and sixty degrees except for the wall that's behind you er in front of you i mean	Would you like photos every 30 degrees?	"r-describe_plan_ok (""I will send photos every 30 degrees"")"	response	req-clar
what's that white sign in the room on your left	"I'm not sure what you are referring to.  Can you describe it another way, using proximity to me or another object?"	r-clarify_unsure_object_refer; r-clarify_describe_differently	response	req-clar
go forward robot	How far forward should I go?  You can tell me to move a distance or to move to an object.  Would you like me to send a picture so you can see the space?	r-clarify_distance_forward_go ; r-describe_capability_move; r-describe_plan_like_picture	response	req-clar
move to first cone	"I'm not sure which object you are referring to.  Can you describe it another way, using color or its location?"	r-clarify_unsure_object_refer; r-clarify_describe_options	response	req-clar
turn left	"How far to the left should I turn?  You can tell me about how many degrees, or to turn to face something."	r-clarify_turn_left; r-describe_capability_turn	response	req-clar
and turn right	How far should I turn right?	r-clarify_turn_right	response	req-clar
go left two feet	I'm not sure what you mean by go left two feet.  Do you want me to turn to the left 90 degrees and then proceed forward two feet?	"r-clarify_unsure_action; r-describe_plan_ok (""I will turn 90 degrees left and then proceed forward two feet"")"	response	req-clar
turn left and go two feet	How far should I turn left?  90 degrees?	r-clarify_turn_left	response	req-clar
turn left two feet	I don't know what you mean by turn left two feet.  Do you want me to move to face something?	r-clarify_unsure_turn; r-describe_capability_turn	response	req-clar
explore the room	I need your help to explore the room and tell me what to do first.  Should I send you a picture so you can see what's here?	"r-request_help (""explore the room and tell me what to do first""); r-describe_plan_should_send_picture"	response	req-clar
i'm ready	 Would you like me to send a picture so you can see the room?	r-describe_plan_like_picture	response	req-clar
go to the walla	Do you mean the wall facing me?	r-clarify_one_ahead	response	req-clar
turn around and go back the opposite direction	"I can turn around and then how far should I go back the opposite direction?  You can tell me to move to any object or part of the building you can see, or a distance to move."	r-will_turn_180; r-clarify_distance_forward_go; r-describe_capability_move	response	req-clar
move to where you see the first cone	"I'm not sure which object you are referring to.  Can you describe it in another way, using color or its location?"	r-clarify_unsure_object_refer; r-clarify_describe_options	response	req-clar
 turn to the left and go back down the hallway	"How far should I turn to the left? You can tell me to turn to face something, or a number of degrees or towards a particular direction."	r-clarify_turn_left; r-describe_capability_turn	response	req-clar
<pause> turn to your right	How far should I turn to the right? Would you like me to face something?	r-clarify_turn_right;  r-describe_capability_turn	response	req-clar
i am ready	I'm ready too.  Would you like me to send a picture so you can see the space?	r-task_also_ready; r-describe_plan_like_picture	response	req-clar
continue to move down the hallway	How far should I continue down the hallway? Would you like me to reach something that you see or go a certain distance?	r-clarify_distance_hallway_move; r-describe_capability_move	response	req-clar
make a right	How far should I turn right?	r-clarify_turn_right	response	req-clar
 make a right <pause> well about three feet and a quick left	How far should I turn to the right?	r-clarify_turn_right	response	req-clar
 go back out of the doorway you entered into and go back down the hallway to the left	About how far down the hallway should I go?	r-clarify_distance_hallway_go	response	req-clar
to the end of the hallway and make a right	How far should I turn right once I get to the end of the hallway?	"r-will_move_target (""the end of the hallway""); r-feedback_but; r-clarify_turn_right"	response	req-clar
<pause> move towards the wall and turn right	I'm not sure how far I should move or turn right. Would you like me to move into the hallway space ahead and to the right?	"r-clarify_where_go; r-describe_plan_ok  (""I will move into the hallway space ahead and to the right"")"	response	req-clar
 move to the end of the hallway and make a right	"When you say make a right, would you like me to turn right 90 degrees?"	"r-describe_plan_ok (""I will turn right 90 degrees"")"	response	req-clar
move closer to the table	About how much closer to the table should I move?	r-clarify_distance_closer	response	req-clar
 turn around and then go back out of the door <pause> and proceed down the hallway to your left	How far should I proceed down the hallway to the left?	"r-clarify_distance_direction (""down the hallway to the left"")"	response	req-clar
continue going through through the doorway	I'm not sure what you mean.  Should I move to the center of the room?	"r-clarify_where_go; r-describe_plan_ok (""I will move to the center of the room"")"	response	req-clar
turn to your left and proceed back down the hallway	How far should I proceed down the hallway?	r-clarify_distance_hallway_move	response	req-clar
move forward	"How far forward should I go?  You can tell me to move to something that you see.  I can send you a picture so you can see the space, ok?"	r-clarify_distance_forward_go; r-describe_capability_move; r-describe_plan_send_pic_ok	response	req-clar
turn left	How far left should I turn?  You can tell me to turn to face something that you see.	r-clarify_turn_left; r-describe_capability_turn	response	req-clar
turn left	How far should I turn let?	r-clarify_turn_left	response	req-clar
ninety degrees	Can you repeat that?  <beep>	r-request_repeat	response	req-repeat
robot	Can you repeat that?  <beep>	r-request_repeat	response	req-repeat
robot move forward <pause> uh	Can you repeat that?  <beep>	r-request_repeat	response	req-repeat
 robot move forward ten feet and take a picture every five seconds over	Can you rephrase that?  <beep>	r-request_repeat	response	req-clar
move ahead	How far forward should I go?  <beep>	r-clarify_distance_forward_go	response	req-clar
and go north	How far forward should I go?  <beep>	r-clarify_distance_forward_go	response	req-clar
<pause> leave the room and go left	How far left should I go?	r-clarify_distance_direction (left)	response	req-clar
and go to your left	How far left should I go?	r-clarify_distance_direction (left)	response	req-clar
 go closer move north	How far north should I go?	r-clarify_distance_direction (north)	response	req-clar
 move north go to the next doorway	How far north should I go?	r-clarify_distance_direction (north)	response	req-clar
go down the hallway that's in front of you on the right	How far should I go down the hallway?  <beep>	r-clarify_distance_hallway_go	response	req-clar
turn left	How far should I turn to the left?  <beep>	r-clarify_turn_left	response	req-clar
robot turn left	How far should I turn to the left?  <beep>	r-clarify_turn_left	response	req-clar
robot turn <pause> left <pause>	How far should I turn to the left?  <beep>	r-clarify_turn_left	response	req-clar
<pause> turn left	How far should I turn to the left?  <beep>	r-clarify_turn_left	response	req-clar
please turn to your left	How far should I turn to the left?  <beep>	r-clarify_turn_left	response	req-clar
<pause> turn right	How far should I turn to the right?  <beep>	r-clarify_turn_right	response	req-clar
turn right	How far should I turn to the right?  <beep>	r-clarify_turn_right	response	req-clar
<pause> turn right	How far should I turn to the right?  <beep>	r-clarify_turn_right	response	req-clar
turn <pause> right	How far should I turn to the right?  <beep>	r-clarify_turn_right	response	req-clar
turn to the right	How far should I turn to the right?  <beep>	r-clarify_turn_right	response	req-clar
<pause> turn right	How far should I turn to the right?  <beep>	r-clarify_turn_right	response	req-clar
<pause> <whisper: let's see> turn right	How far should I turn to the right?  <beep>	r-clarify_turn_right	response	req-clar
turn right	How far should I turn to the right?  <beep>	r-clarify_turn_right	response	req-clar
turn <pause> right	How far should I turn to the right?  <beep>	r-clarify_turn_right	response	req-clar
turn to your right	How far should I turn to the right?  <beep>	r-clarify_turn_right	response	req-clar
take a photo to your right	How far should I turn to the right?  <beep>	r-clarify_turn_right	response	req-clar
move do move south	How far south should I go?	r-clarify_distance_direction (south)	response	req-clar
move southeast	How far southeast should I go?	r-clarify_distance_direction (southeast)	response	req-clar
how many doors have you seen	I think you are more familiar with doors than I am.	r-describe_capability_familiarity (doors)	response	NAR
travel straight	I'm not sure where or when to stop moving forward.  <beep>	r-clarify_unsure_distance_move	response	ack-unsure
uh move forward	I'm not sure where or when to stop moving forward.  <beep>	r-clarify_unsure_distance_move	response	req-clar
move forward and to the right down the hall	I'm not sure where or when to stop moving forward.  <beep>	r-clarify_unsure_distance_move	response	req-clar
<pause> move forward	I'm not sure where or when to stop moving forward.  <beep>	r-clarify_unsure_distance_move	response	req-clar
robot explore the area	I'm not sure where you want me to go.  <beep>	r-clarify_where_go	response	ack-unsure
robot turn to the left	I'm unsure where or when I should stop turning.  <beep>	r-clarify_unsure_should_turn	response	ack-unsure
<pause> turn to the left	I'm unsure where or when I should stop turning.  <beep>	r-clarify_unsure_should_turn	response	ack-unsure
robot move forward unto until the second column	I'm unsure which object you mean.  <beep>	r-clarify_unsure_object_meant	response	ack-unsure
back up two feet	move back 2 feet	w-move_back_distance (2 feet)	response	tr
 robot move back ff fifty feet not fifty feet hm robot move back <pause> two feet robot back up	move back 2 feet	w-move_back_distance (2 feet)	response	tr
back up two feet	move back 2 feet	w-move_back_distance (2 feet)	response	tr
back up two feet	move back 2 feet	w-move_back_distance (2 feet)	response	tr
back up two feet	move back 2 feet	w-move_back_distance (2 feet)	response	tr
back up two p back up two feet	move back 2 feet	w-move_back_distance (2 feet)	response	tr
<pause> back up five feet	move back 5 feet	w-move_back_distance (5 feet)	response	tr
robot back up five feet	move back 5 feet	w-move_back_distance (5 feet)	response	tr
move backwards <pause> five feet	move back 5 feet	w-move_back_distance (5 feet)	response	tr
okay move back uhh maybe five feet	move back 5 feet	w-move_back_distance (5 feet)	response	tr
<pause>move forward six feet	move forward  6 feet	w-move_forward_distance (6 feet)	response	tr
can you move one and a half feet forward	move forward 1.5 feet	w-move_forward_distance (1.5 feet)	response	tr
move forward <pause> fifteen feet	move forward 15 feet	w-move_forward_distance (15 feet)	response	tr
move east fifteen feet	move forward 15 feet	w-move_forward_distance (15 feet)	response	tr
robot move a couple of inches closer <pause>	move forward 2 inches	w-move_forward_distance (2 inches)	response	tr
move twenty feet down the hallway	move forward 20 feet	w-move_forward_distance (20 feet)	response	tr
move forward uh twenty feet	move forward 20 feet	w-move_forward_distance (20 feet)	response	tr
and move <pause> four feet forward	move forward 4 feet	w-move_forward_distance (4 feet)	response	tr
travel four feet	move forward 4 feet	w-move_forward_distance (4 feet)	response	tr
<pause> move forward four feet	move forward 4 feet	w-move_forward_distance (4 feet)	response	tr
 <notification sound> <pause> travel straight down the hallway four feet	move forward 4 feet	w-move_forward_distance (4 feet)	response	tr
travel down the hallway <pause> six feet	move forward 6 feet	w-move_forward_distance (6 feet)	response	tr
move seven feet forward	move forward 7 feet	w-move_forward_distance (7 feet)	response	tr
move forward seven feet	move forward 7 feet	w-move_forward_distance (7 feet)	response	tr
and travel eight feet	move forward 8 feet	w-move_forward_distance (8 feet)	response	tr
move forward about <pause> eight feet	move forward 8 feet	w-move_forward_distance (8 feet)	response	tr
robot move past the door past the cone <pause> yellow cone on your right	move forward past yellow cone	w-move_forward_path (past yellow cone)	response	tr
<pause> move <pause> two feet from the wall ahead	move forward to 2 feet from wall ahead	w-move_forward_path (to 2 feet from wall ahead)	response	tr
move north around this obstacle	move north around the obstacle	w-move_path (north around the obstacle)	response	tr
move through the doorway	The one directly ahead of me?  <beep>	r-clarify_one_ahead	response	req-clar
<pause> turn ten degrees to your left	turn left 10 degrees	w-turn_left_degrees (10)	response	tr
turn ten degrees left	turn left 10 degrees	w-turn_left_degrees (10)	response	tr
<pause> turn to your left one hundred and twenty degrees	turn left 120 degrees	w-turn_left_degrees (120)	response	tr
turn fifteen degrees left 	turn left 15 degrees	w-turn_left_degrees (15)	response	tr
<pause> <sigh> turn to the left uh fifteen degrees	turn left 15 degrees	w-turn_left_degrees (15)	response	tr
 <pause> turn left and take a picture fifteen degrees	turn left 15 degrees	w-turn_left_degrees (15)	response	tr
<pause> turn left left fifteen degrees	turn left 15 degrees	w-turn_left_degrees (15)	response	tr
<pause> turn fifteen degrees to your left	turn left 15 degrees	w-turn_left_degrees (15)	response	tr
turn left another fifteen degrees	turn left 15 degrees	w-turn_left_degrees (15)	response	tr
turn a hundred and sixty degrees left	turn left 160 degrees	w-turn_left_degrees (160)	response	tr
turn left <pause> twenty degrees	turn left 20 degrees	w-turn_left_degrees (20)	response	tr
